"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle"
2256,694671,"Langford, Wyatt",2256,100,0.253,0.162,0.296,0.415,0.321,0.331,0.257,126,499,89.6,16.6,2265,89.5,89.7,221,966,1290,0.20000000000000284,6.47,108,151,121,146,304,326,295,"-7","7","72.8","6.9",554,387,81,25,4,16,115,20.8,48,8.7,2.2966,0.60016,0.33615,0.15852,"92.4",156,43.41085271317829,9.30232558139535,6.4981949458483745,5.76,-0.95,0.25,2.24,0.321,36,"0.309929078",0.327,0.427,"-0.309929078",-0.004,-0.006000000000000005,-0.012,-0.01,22.9,"39.0"
2719,502671,"Goldschmidt, Paul",2719,100,0.245,0.169,0.308,0.414,0.31,0.329,0.255,147,599,91.2,13.1,2265,89.2,89.62,356,1297,1422,0.3999999999999915,6.49,108,150,123,147,308,327,297,"8.1","-8.1","71.2","7.7",652,428,91,33,1,22,173,26.5,45,6.9,2.3013,0.59889,0.27583,0.03786,"92.4",166,49.532710280373834,10.74766355140187,7.05521472392638,5.74,-0.91,0.2,2.28,0.299,46,"-0.298050754",0.309,0.45,"0.298050754",-0.01,-0.010000000000000009,-0.036,-0.019,27.4,"38.4"
2460,650490,"Díaz, Yandy",2460,100,0.281,0.133,0.314,0.414,0.331,0.336,0.277,158,563,92.2,5,2267,90.2,90.25,153,1079,1381,0.09999999999999432,6.44,111,151,124,149,307,327,293,"-9.6","9.6","72.1","7.5",621,472,112,31,1,14,95,15.3,50,8.1,2.16097,0.68883,0.42786,0.19584,"92.7",152,48.728813559322035,7.627118644067797,5.797101449275362,5.77,-1.02,0.13,2.31,0.341,36,"0.39195122",0.34,0.423,"-0.39195122",0.004,0.0010000000000000009,-0.009,-0.005,14.2,"38.9"
2163,457705,"McCutchen, Andrew",2163,100,0.232,0.179,0.283,0.411,0.324,0.327,0.227,104,448,88.5,14.3,2276,89.3,89.72,262,908,1255,0.4000000000000057,6.51,109,151,121,146,306,322,291,"-3.9","3.9","70.9","7.6",513,317,65,18,1,20,133,25.9,56,10.9,2.35341,0.54086,0.28533,0.03781,"91.7",158,36.90851735015773,11.987381703470032,7.4074074074074066,5.74,-0.87,0.18,2.28,0.326,38,"0.180813685",0.322,0.421,"-0.180813685",0.005,0.0040000000000000036,-0.01,-0.003,28.9,"37.8"
1983,681351,"O'Hoppe, Logan",1983,100,0.245,0.165,0.318,0.41,0.312,0.331,0.252,117,478,90.3,15,2262,88.7,88.9,347,1032,951,0.20000000000000284,6.47,108,151,121,146,303,323,295,"-2","2","68.1","7.2",521,326,79,17,1,20,154,29.6,33,6.3,2.39847,0.54744,0.25297,0.04535,"92.3",165,46.31901840490797,11.96319018404908,7.485604606525912,5.8,-0.94,0.25,2.24,0.304,39,"0.103277862",0.31,0.455,"-0.103277862",-0.007,-0.006000000000000005,-0.045,-0.019,33.6,"38.5"
2385,677594,"Rodríguez, Julio",2385,100,0.273,0.136,0.344,0.409,0.321,0.344,0.275,155,567,91.7,10.5,2273,89.1,89.34,400,1295,1090,0.20000000000000284,6.44,107,150,121,147,304,326,294,"-10.7","10.7","74.4","7.8",612,413,118,17,0,20,156,25.5,37,6,2.31345,0.5998,0.29128,0.05051,"92.8",154,48.426150121065376,10.16949152542373,6.862745098039216,5.74,-0.9,0.13,2.27,0.324,42,"0.44754717",0.326,0.463,"-0.44754717",-0.002,-0.0020000000000000018,-0.054,-0.023,30.9,"39.1"
2079,663898,"Rodgers, Brendan",2079,100,0.267,0.14,0.338,0.407,0.314,0.295,0.248,134,501,89.1,5,2285,88.7,89.24,265,1025,1054,0.5,6.44,109,150,122,148,310,326,291,"1.1","-1.1","69.6","7.0",538,372,91,29,1,13,132,24.5,30,5.6,2.45998,0.46017,0.2197,0.03932,"91.8",146,44.086021505376344,5.64516129032258,3.903345724907063,5.74,-0.82,0.22,2.2,0.313,21,"-0.052332852",0.296,0.377,"0.052332852",0.019,0.017000000000000015,0.03,0.019,25.9,"37.7"
2048,662139,"Varsho, Daulton",2048,100,0.214,0.194,0.262,0.407,0.304,0.261,0.186,98,459,84.5,24.2,2246,89.4,89.58,263,975,1073,0.19999999999998863,6.42,113,145,107,152,291,322,296,"2.7","-2.7","71.7","7.5",512,324,52,21,7,18,137,26.8,47,9.2,2.2455,0.64824,0.36255,-0.26926,"91.5",158,33.95061728395062,6.172839506172839,3.90625,5.74,-1.22,-0.22,2.34,0.292,20,"-0.130322266",0.267,0.316,"0.130322266",0.028,0.024999999999999967,0.091,0.043,27,"37.9"
2238,605137,"Bell, Josh",2238,100,0.249,0.156,0.286,0.405,0.317,0.31,0.239,134,538,88.9,10.5,2190,89.2,89.44,293,1093,1145,0.20000000000000284,6.48,114,148,126,150,298,324,299,"-7.7","7.7","68.8","7.8",602,421,90,23,2,19,120,19.9,50,8.3,2.26526,0.6398,0.4747,-0.4747,"91.8",149,40.142517814726844,7.600950118764846,5.3156146179401995,5.72,-0.63,0.03,2.38,0.318,32,"0.342940125",0.31,0.396,"-0.342940125",0.01,0.008000000000000007,0.009,0.007,26.8,"37.5"
2063,608385,"Winker, Jesse",2063,100,0.253,0.151,0.304,0.405,0.338,0.329,0.245,109,430,87.8,13.9,2246,89.7,90.04,175,891,1172,0.29999999999999716,6.47,117,147,121,151,291,320,301,"-15.9","15.9","67.6","7.2",506,329,72,23,0,14,106,20.9,61,12.1,2.28498,0.59285,0.34312,-0.13282,"91.2",154,37.38601823708207,7.598784194528875,4.940711462450593,5.79,-1.02,-0.02,2.44,0.357,25,"0.770770722",0.351,0.384,"-0.770770722",0.008,0.006000000000000005,0.021,0.009,19.6,"38.1"
2621,668715,"Steer, Spencer",2621,100,0.225,0.178,0.26,0.402,0.316,0.314,0.235,129,574,87.9,17.2,2270,89.6,89.99,270,1167,1451,0.4000000000000057,6.49,108,150,121,146,301,322,290,"-22.6","22.6","69.8","7.3",654,439,71,34,4,20,137,20.9,70,10.7,2.25336,0.62168,0.33176,0.11231,"91.6",157,39.863325740318906,6.378132118451026,4.281345565749235,5.83,-0.85,0.25,2.28,0.317,28,"0.862800458",0.326,0.379,"-0.862800458",-0.01,-0.009000000000000008,0.023,0.002,23.1,"38.9"
2337,683734,"Vaughn, Andrew",2337,100,0.246,0.156,0.285,0.402,0.304,0.32,0.244,140,569,90.3,16.6,2265,88.5,88.84,254,1154,1183,0.29999999999999716,6.52,108,151,122,147,304,323,290,"7","-7","69.5","7.5",618,443,90,30,1,19,131,21.2,38,6.1,2.41126,0.54354,0.22366,0.01766,"92.2",166,43.340857787810386,9.255079006772009,6.634304207119741,5.74,-0.89,0.18,2.24,0.298,41,"-0.299657681",0.298,0.441,"0.299657681",0.002,0,-0.039,-0.016,22,"37.3"
2356,663993,"Lowe, Nathaniel",2356,100,0.265,0.136,0.324,0.401,0.337,0.328,0.252,129,486,88.9,7.7,2255,90.1,90.26,207,1007,1349,0.20000000000000284,6.41,115,148,127,151,296,327,304,"-18.4","18.4","71.7","7.2",564,365,96,16,1,16,125,22.2,70,12.4,2.17253,0.67835,0.42137,-0.19511,"91.7",159,40,5.7534246575342465,3.723404255319149,5.75,-0.82,-0.05,2.46,0.36,21,"0.782682513",0.351,0.38,"-0.782682513",0.013,0.009000000000000008,0.021,0.009,20.6,"37.6"
2080,657041,"Thomas, Lane",2080,100,0.237,0.163,0.298,0.4,0.309,0.307,0.242,112,472,88.8,17,2279,89.1,89.62,212,910,1169,0.5,6.52,107,150,120,146,301,320,292,"2.5","-2.5","69.9","6.7",527,340,68,26,3,15,137,26,43,8.2,2.32144,0.57876,0.28303,0.00903,"92.0",152,40.588235294117645,7.352941176470589,4.743833017077799,5.79,-0.75,0.23,2.2,0.307,25,"-0.117932692",0.313,0.377,"0.117932692",-0.005,-0.006000000000000005,0.023,0.002,23.3,"38.4"
2534,666969,"García, Adolis",2534,100,0.224,0.176,0.273,0.4,0.296,0.306,0.227,130,580,91,15,2257,89.7,89.86,452,1319,1215,0.20000000000000284,6.42,107,152,123,146,308,329,297,"10.8","-10.8","70.3","7.8",635,409,78,27,0,25,177,27.9,43,6.8,2.21787,0.65996,0.37303,0.11222,"92.2",164,48.16625916870416,12.469437652811736,8.031496062992126,5.74,-0.86,0.21,2.36,0.282,51,"-0.424743489",0.286,0.413,"0.424743489",-0.003,-0.0040000000000000036,-0.013,-0.01,34.3,"37.9"
2747,607043,"Nimmo, Brandon",2747,100,0.225,0.175,0.267,0.4,0.321,0.335,0.245,128,570,91.9,11.2,2254,89.9,90.15,288,1232,1515,0.29999999999999716,6.51,116,146,112,150,291,323,303,"-25.2","25.2","71.5","7.2",661,416,77,25,3,23,157,23.8,76,11.5,2.24097,0.63988,0.38336,-0.14809,"92.1",165,47.355769230769226,9.134615384615383,5.748865355521937,5.76,-0.88,-0.04,2.39,0.327,38,"0.919075355",0.346,0.409,"-0.919075355",-0.02,-0.01899999999999996,-0.009,-0.014,23.4,"38.3"
2124,687401,"Ortiz, Joey",2124,100,0.239,0.159,0.283,0.398,0.319,0.305,0.234,105,440,86.9,9.4,2294,89.3,89.62,143,836,1288,0.29999999999999716,6.47,107,150,116,147,304,319,288,"-9.2","9.2","71.5","7.4",511,346,63,25,6,11,103,20.2,56,11,2.29507,0.63159,0.36614,0.06473,"91.5",153,38.4393063583815,4.624277456647398,3.131115459882583,5.72,-0.62,0.1,2.29,0.329,16,"0.432956685",0.328,0.343,"-0.432956685",0.005,0.0010000000000000009,0.055,0.014,17.1,"38.4"
2723,641857,"McMahon, Ryan",2723,100,0.242,0.155,0.32,0.397,0.315,0.324,0.243,137,567,92,10.1,2260,89.8,90.25,384,1278,1445,0.5,6.41,116,146,122,151,298,330,307,"-5.9","5.9","70.6","7.1",640,386,89,28,0,20,185,28.9,64,10,2.25214,0.5986899999999999,0.33596,-0.13196,"92.1",163,49.740932642487046,10.880829015544041,6.5625,5.75,-0.69,-0.1,2.34,0.32,42,"0.216158649",0.323,0.414,"-0.216158649",-0.001,-0.0030000000000000027,-0.017,-0.009,30,"38.3"
1995,643217,"Benintendi, Andrew",1995,100,0.229,0.168,0.245,0.396,0.298,0.303,0.243,109,477,87.7,16.1,2239,89.3,89.68,202,958,1037,0.4000000000000057,6.52,115,146,110,151,285,319,300,"9.9","-9.9","65.7","6.6",521,384,69,20,0,20,96,18.4,40,7.7,2.26528,0.63067,0.41694,-0.33523,"90.9",164,34.375,6.25,4.606525911708253,5.72,-0.99,-0.27,2.34,0.288,24,"-0.498245614",0.302,0.389,"0.498245614",-0.014,-0.014000000000000012,0.007,-0.005,21.1,"36.7"
2327,669701,"Smith, Josh",2327,100,0.258,0.136,0.311,0.394,0.323,0.304,0.242,135,523,87.1,14.9,2241,89.1,89.16,239,1095,1232,0.10000000000000853,6.39,115,146,110,151,291,324,299,"-9.9","9.9","67.4","6.6",591,407,91,30,1,13,121,20.5,45,7.6,2.34077,0.58075,0.3961,-0.1923,"91.1",150,37.1007371007371,3.6855036855036856,2.5380710659898478,5.76,-0.93,-0.13,2.27,0.336,15,"0.426471852",0.323,0.352,"-0.426471852",0.016,0.013000000000000012,0.042,0.019,21.8,"37.9"
2452,571448,"Arenado, Nolan",2452,100,0.272,0.123,0.296,0.394,0.313,0.295,0.255,157,578,86.3,17,2255,89.4,89.82,197,1148,1304,0.3999999999999915,6.5,107,152,123,147,304,325,296,"-5.6","5.6","68.7","8.2",632,493,118,23,0,16,92,14.6,41,6.5,2.26702,0.62084,0.31038,0.07537,"91.3",151,31.643002028397564,3.2454361054766734,2.5316455696202533,5.74,-0.95,0.19,2.29,0.322,16,"0.227243067",0.309,0.356,"-0.227243067",0.017,0.013000000000000012,0.038,0.018,17.2,"38.2"
2272,665161,"Peña, Jeremy",2272,100,0.266,0.128,0.301,0.394,0.305,0.31,0.263,160,602,87.8,7.4,2267,88.9,89.05,306,1231,1041,0.19999999999998863,6.45,107,150,111,146,297,324,289,"8.6","-8.6","70.5","7.5",649,500,115,28,2,15,111,17.1,24,3.7,2.35937,0.58478,0.35149,0.07887,"91.7",136,38.800000000000004,5.4,4.160246533127889,5.77,-0.95,0.22,2.24,0.307,27,"-0.376320423",0.307,0.394,"0.376320423",0.003,0,0,-0.005,24.9,"37.3"
2853,670623,"Paredes, Isaac",2853,100,0.238,0.155,0.259,0.393,0.327,0.304,0.22,129,542,85,22.4,2295,88.8,88.94,220,1276,1577,0.10000000000000853,6.42,109,151,122,146,298,325,295,"-13.9","13.9","66.6","7.9",639,443,84,25,1,19,105,16.4,74,11.6,2.40249,0.54057,0.24324,0.06694,"91.3",163,27.088036117381492,4.514672686230249,3.1298904538341157,5.75,-0.97,0.37,2.25,0.344,20,"0.486926043",0.331,0.337,"-0.486926043",0.018,0.012999999999999956,0.056,0.023,17.2,"38.3"
2416,650333,"Arraez, Luis",2416,100,0.314,0.078,0.324,0.392,0.323,0.325,0.31,200,637,86.1,13.3,2231,89.6,89.79,83,1202,1214,0.20000000000000284,6.47,118,148,109,151,279,312,299,"-4.3","4.3","61.4","5.8",669,611,161,32,3,4,29,4.3,21,3.1,2.21266,0.68583,0.43713,-0.26681,"90.2",166,23.731587561374795,1.6366612111292964,1.4947683109118086,5.73,-0.74,-0.26,2.32,0.343,10,"0.179139073",0.34,0.4,"-0.179139073",0.004,0.0030000000000000027,-0.008,-0.002,6.9,"37.2"
2652,663697,"India, Jonathan",2652,100,0.248,0.144,0.292,0.392,0.333,0.352,0.266,132,533,86.9,13.4,2256,89.3,89.63,195,1017,1635,0.29999999999999716,6.47,109,152,120,147,301,321,289,"-16","16","69.4","7.1",637,417,87,28,2,15,125,19.6,80,12.6,2.27274,0.62336,0.33578,0.09427,"91.4",152,36.45083932853717,7.673860911270983,5.023547880690738,5.83,-0.76,0.21,2.32,0.357,32,"0.603280543",0.376,0.412,"-0.603280543",-0.018,-0.019000000000000017,-0.02,-0.019,19.2,"39.3"
2593,668939,"Rutschman, Adley",2593,100,0.25,0.14,0.272,0.391,0.309,0.315,0.255,143,571,88.2,18.8,2214,89.2,89.38,197,1153,1440,0.20000000000000284,6.45,114,147,125,150,298,325,297,"-10.1","10.1","67.5","6.9",635,475,102,21,1,19,103,16.2,55,8.7,2.33756,0.58801,0.37316,-0.37316,"91.4",169,36.63157894736842,6.105263157894736,4.566929133858268,5.73,-0.8,-0.14,2.32,0.315,29,"0.387813344",0.322,0.393,"-0.387813344",-0.005,-0.007000000000000006,-0.002,-0.006,17.1,"38.3"
2626,543760,"Semien, Marcus",2626,100,0.237,0.154,0.25,0.391,0.306,0.313,0.251,154,650,87.4,17,2272,88.9,89.1,265,1313,1313,0.19999999999998863,6.46,109,152,122,146,304,326,294,"-6","6","66.3","7.6",716,546,102,27,2,23,105,14.7,62,8.7,2.33002,0.60042,0.26446,0.03518,"91.3",154,35.16483516483517,6.593406593406594,5.027932960893855,5.77,-0.85,0.34,2.22,0.306,36,"0.228408225",0.319,0.391,"-0.228408225",-0.014,-0.013000000000000012,0,-0.007,20.2,"38.4"
2752,630105,"Cronenworth, Jake",2752,100,0.241,0.149,0.274,0.39,0.315,0.335,0.259,139,577,88.3,13.5,2248,90.1,90.37,212,1238,1514,0.30000000000001137,6.5,115,147,115,151,287,320,304,"-9.3","9.3","67.1","6.9",656,463,90,29,3,17,118,18,61,9.3,2.20088,0.6601,0.41473,-0.21566,"91.4",161,36.7170626349892,7.775377969762419,5.487804878048781,5.72,-0.81,-0.19,2.46,0.324,36,"0.33931686",0.341,0.42,"-0.33931686",-0.018,-0.017000000000000015,-0.03,-0.02,17.1,"37.1"
2355,621020,"Swanson, Dansby",2355,100,0.242,0.148,0.3,0.39,0.306,0.32,0.244,129,534,89.4,10.3,2284,89.1,89.44,330,1148,1207,0.30000000000001137,6.48,109,151,122,146,302,322,293,"-2.1","2.1","70.0","7.4",590,393,84,27,2,16,144,24.4,51,8.6,2.37177,0.54159,0.24656,0.01963,"91.6",143,42.74809160305343,9.16030534351145,6.101694915254238,5.76,-1.05,0.27,2.26,0.308,36,"0.091210191",0.312,0.416,"-0.091210191",-0.002,-0.0040000000000000036,-0.026,-0.014,28.7,"37.2"
2070,678882,"Rafaela, Ceddanne",2070,100,0.246,0.143,0.312,0.39,0.286,0.273,0.229,134,544,85.9,14.1,2300,88.8,89.05,423,1282,787,0.29999999999999716,6.46,104,150,108,146,292,319,292,"6.2","-6.2","67.6","7.3",570,398,91,23,5,15,151,26.5,14,2.5,2.38702,0.57625,0.25452,-0.01949,"90.9",149,36.93467336683417,7.537688442211055,5.263157894736842,5.69,-0.81,0.27,2.28,0.273,30,"-0.299855072",0.257,0.368,"0.299855072",0.017,0.016000000000000014,0.022,0.013,33,"38.3"
2774,668227,"Arozarena, Randy",2774,100,0.219,0.169,0.275,0.388,0.32,0.324,0.219,120,549,90.4,13.2,2284,89.4,89.51,337,1136,1638,0.09999999999999432,6.42,107,151,120,147,301,326,294,"1.8","-1.8","70.3","7.3",648,384,67,33,0,20,169,26.1,73,11.3,2.30595,0.59633,0.32731,0.06195,"92.1",151,43.48958333333333,8.333333333333332,4.938271604938271,5.69,-0.82,0.28,2.23,0.332,32,"-0.066005768",0.335,0.381,"0.066005768",0,-0.0030000000000000027,0.007,-0.004,29.7,"37.7"
2509,650489,"Castro, Willi",2509,100,0.247,0.138,0.315,0.385,0.317,0.32,0.244,138,558,86.7,13.3,2240,89.2,89.48,374,1290,1219,0.29999999999999716,6.47,112,146,108,149,293,322,295,"-13.1","13.1","68.9","7.0",635,413,90,31,5,12,150,23.6,51,8,2.30014,0.61,0.36971,-0.36919,"91.2",156,36.803874092009686,7.021791767554479,4.566929133858268,5.81,-1.01,-0.12,2.31,0.331,29,"0.520326823",0.331,0.381,"-0.520326823",0.003,0,0.004,-0.003,29,"39.0"
2394,650559,"De La Cruz, Bryan",2394,100,0.233,0.151,0.289,0.384,0.283,0.302,0.242,136,584,89.6,13.1,2287,88.9,89.08,385,1279,1114,0.19999999999998863,6.47,109,151,122,146,305,322,292,"12.9","-12.9","70.1","7.6",621,419,90,25,0,21,170,27.4,28,4.5,2.34114,0.5917,0.23884,-0.08158,"91.7",163,41.288782816229116,9.307875894988067,6.280193236714976,5.72,-0.73,0.34,2.26,0.269,39,"-0.537510443",0.279,0.419,"0.537510443",-0.009,-0.010000000000000009,-0.035,-0.019,30.1,"38.1"
2320,457759,"Turner, Justin",2320,100,0.259,0.124,0.299,0.383,0.327,0.328,0.252,119,460,87.2,17.8,2289,90.5,90.72,179,1054,1266,0.20000000000000284,6.47,108,151,122,147,300,322,289,"-3.2","3.2","63.3","6.3",537,372,84,24,0,11,95,17.7,57,10.6,2.074,0.75085,0.38209,0.11474,"90.4",176,32.526881720430104,4.56989247311828,3.165735567970205,5.75,-0.78,0.34,2.38,0.352,17,"0.138922414",0.349,0.383,"-0.138922414",0.007,0.0030000000000000027,0,-0.001,17,"39.1"
2022,690993,"Keith, Colt",2022,100,0.26,0.12,0.306,0.38,0.301,0.311,0.266,134,516,87.8,11.3,2236,88.6,88.87,228,983,1039,0.30000000000001137,6.4,116,146,122,152,291,324,299,"0.3","-0.3","69.5","6.6",554,408,102,15,4,13,110,19.9,34,6.1,2.39998,0.54959,0.33889,-0.25359,"91.6",163,35.294117647058826,5.637254901960785,4.1516245487364625,5.71,-1.22,-0.12,2.29,0.307,23,"-0.016765579",0.314,0.393,"0.016765579",-0.006,-0.007000000000000006,-0.013,-0.01,23.2,"37.6"
2821,650402,"Torres, Gleyber",2821,100,0.257,0.121,0.306,0.378,0.313,0.307,0.24,151,587,88.2,14.8,2273,88.8,89.12,296,1290,1531,0.29999999999999716,6.52,109,151,121,147,303,323,287,"-4.1","4.1","68.4","7.2",665,461,110,26,0,15,136,20.5,65,9.8,2.35294,0.59136,0.26658,-0.01683,"91.1",175,35.35791757049891,6.29067245119306,4.360902255639098,5.75,-0.85,0.25,2.29,0.33,29,"0.14427508",0.317,0.368,"-0.14427508",0.017,0.013000000000000012,0.01,0.006,22.9,"38.6"
2314,663538,"Hoerner, Nico",2314,100,0.273,0.1,0.297,0.373,0.313,0.313,0.28,159,582,85.7,10.3,2278,89.6,90.06,133,1119,1195,0.5,6.5,109,150,114,147,300,317,289,"-4.6","4.6","66.7","7.0",640,519,116,35,1,7,66,10.3,43,6.7,2.27143,0.59987,0.31826,0.11065,"90.4",152,27.552986512524086,1.1560693641618496,0.9375,5.78,-1,0.25,2.26,0.334,6,"0.198357822",0.343,0.353,"-0.198357822",-0.007,-0.009000000000000008,0.02,0,11.9,"38.4"
2304,543807,"Springer, George",2304,100,0.22,0.15,0.245,0.371,0.298,0.322,0.244,120,545,87.5,9.4,2283,89,89.23,286,1131,1173,0.20000000000000284,6.45,108,152,122,147,300,324,291,"5.5","-5.5","69.6","7.4",614,432,79,19,3,19,115,18.7,60,9.8,2.32779,0.59377,0.3043,0.04903,"91.7",139,37.26851851851852,9.25925925925926,6.514657980456026,5.74,-0.87,0.19,2.29,0.303,40,"-0.239800347",0.325,0.402,"0.239800347",-0.024,-0.02200000000000002,-0.031,-0.024,25.3,"37.9"
2028,664034,"France, Ty",2028,100,0.234,0.132,0.277,0.365,0.296,0.303,0.228,112,479,88.7,12.9,2281,89.5,89.78,251,1038,990,0.29999999999999716,6.45,107,151,122,147,301,321,287,"6.2","-6.2","69.3","7.5",535,370,75,24,0,13,114,21.3,38,7.1,2.21971,0.66612,0.30586,0.10348,"91.6",162,40,7.297297297297297,5.046728971962617,5.8,-0.81,0.21,2.38,0.305,27,"-0.304487179",0.301,0.387,"0.304487179",0.006,0.0040000000000000036,-0.022,-0.007,24.2,"40.0"
2797,683011,"Volpe, Anthony",2797,100,0.243,0.121,0.303,0.364,0.287,0.278,0.238,155,637,87,8.1,2276,88.9,89.18,304,1345,1452,0.29999999999999716,6.49,106,151,111,146,301,322,286,"11","-11","66.8","7.0",688,486,109,27,7,12,156,22.7,41,6,2.35759,0.58196,0.26768,0.04452,"90.9",154,35.390946502057616,3.909465020576132,2.761627906976744,5.75,-0.81,0.09,2.31,0.292,19,"-0.392956739",0.289,0.332,"0.392956739",0.005,0.0030000000000000027,0.032,0.009,22.6,"38.5"
